Name	Group	SubGroup	Rank	Type	Macrotaxonomy	ShipCap	MoveSpeed	Metal	Crystal	BuildTime	Energy	AmmoType	Damage	Number	Reload	Range	Hull	Armor	Health	Engine	BonusType	Ability	Immunities	Memo	lol
Neinzul Youngling Shrike Mark V	Neinzul Youngling Shrike	Neinzul Youngling Shrike	5		Fleet Ships	96	236	400	400	00:04	100	Laser	"12,400"	1	3	"4,000"	Ultra-Light	0	"780,000"		Heavy(x3)　Structural(x3)　Ultra-Heavy(x3)	クローク機能　自動消耗(4:00)　Stand-Down中は自動消耗停止	狙撃　鹵獲　核攻撃　即死　EMP　機雷　修理		lol
Neinzul Youngling Tiger	Neinzul Youngling Tiger	Neinzul Youngling Tiger	1		Fleet Ships	96	140	50	50	00:01	50	Energy Bomb	"11,400"	1	10	"3,300"	Polycrystal	"1,200"	"184,000"		Artillery(x2.4)　Heavy(x2.4)　Medium(x2.4)　Structural(x2.4)　Ultra-Heavy(x2.4)	自動消耗(4:00)　Stand-Down中は自動消耗停止	狙撃　鹵獲　即死　機雷　修理		lol
Neinzul Youngling Tiger Mark II	Neinzul Youngling Tiger	Neinzul Youngling Tiger	2		Fleet Ships	96	140	100	100	00:01	100	Energy Bomb	"22,800"	1	10	"3,300"	Polycrystal	"2,400"	"370,000"		Artillery(x2.4)　Heavy(x2.4)　Medium(x2.4)　Structural(x2.4)　Ultra-Heavy(x2.4)	自動消耗(4:00)　Stand-Down中は自動消耗停止	狙撃　鹵獲　即死　機雷　修理		lol
Neinzul Youngling Tiger Mark III	Neinzul Youngling Tiger	Neinzul Youngling Tiger	3		Fleet Ships	96	140	200	200	00:02	100	Energy Bomb	"34,000"	1	10	"3,300"	Polycrystal	"3,600"	"556,000"		Artillery(x2.4)　Heavy(x2.4)　Medium(x2.4)　Structural(x2.4)　Ultra-Heavy(x2.4)	自動消耗(4:00)　Stand-Down中は自動消耗停止	狙撃　鹵獲　即死　機雷　修理		lol
Neinzul Youngling Tiger Mark IV	Neinzul Youngling Tiger	Neinzul Youngling Tiger	4		Fleet Ships	96	140	300	300	00:03	100	Energy Bomb	"45,600"	1	10	"3,300"	Polycrystal	"4,800"	"740,000"		Artillery(x2.4)　Heavy(x2.4)　Medium(x2.4)　Structural(x2.4)　Ultra-Heavy(x2.4)	自動消耗(4:00)　Stand-Down中は自動消耗停止	狙撃　鹵獲　即死　機雷　修理		lol
Neinzul Youngling Tiger Mark V	Neinzul Youngling Tiger	Neinzul Youngling Tiger	5		Fleet Ships	96	140	400	400	00:04	100	Energy Bomb	"56,800"	1	10	"3,300"	Polycrystal	"6,000"	"920,000"		Artillery(x2.4)　Heavy(x2.4)　Medium(x2.4)　Structural(x2.4)　Ultra-Heavy(x2.4)	自動消耗(4:00)　Stand-Down中は自動消耗停止	狙撃　鹵獲　核攻撃　即死　EMP　機雷　修理		lol
Neinzul Youngling Vulture	Neinzul Youngling Vulture	Neinzul Youngling Vulture	1		Fleet Ships	96	300	50	50	00:01	50	Shell	312	1	5	"6,000"	Neutron	900	"220,000"		Command-Grade(x0.2)	"自動消耗(4:00)　Stand-Down中は自動消耗停止　防御貫通(999,999)"	鹵獲　機雷　修理	標的の残りHPの割合に応じて攻撃力が増加	lol
Neinzul Youngling Vulture Mark II	Neinzul Youngling Vulture	Neinzul Youngling Vulture	2		Fleet Ships	96	300	100	100	00:01	100	Shell	628	1	5	"6,000"	Neutron	"1,800"	"440,000"		Command-Grade(x0.2)	"自動消耗(4:00)　Stand-Down中は自動消耗停止　防御貫通(999,999)"	鹵獲　機雷　修理	標的の残りHPの割合に応じて攻撃力が増加	lol
Neinzul Youngling Vulture Mark III	Neinzul Youngling Vulture	Neinzul Youngling Vulture	3		Fleet Ships	96	300	200	200	00:02	100	Shell	940	1	5	"6,000"	Neutron	"2,700"	"660,000"		Command-Grade(x0.2)	"自動消耗(4:00)　Stand-Down中は自動消耗停止　防御貫通(999,999)"	鹵獲　機雷　修理	標的の残りHPの割合に応じて攻撃力が増加	lol
Neinzul Youngling Vulture Mark IV	Neinzul Youngling Vulture	Neinzul Youngling Vulture	4		Fleet Ships	96	300	300	300	00:03	100	Shell	"1,256"	1	5	"6,000"	Neutron	"3,600"	"880,000"		Command-Grade(x0.2)	"自動消耗(4:00)　Stand-Down中は自動消耗停止　防御貫通(999,999)"	鹵獲　機雷　修理	標的の残りHPの割合に応じて攻撃力が増加	lol
Neinzul Youngling Vulture Mark V	Neinzul Youngling Vulture	Neinzul Youngling Vulture	5		Fleet Ships	96	300	400	400	00:04	100	Shell	"1,560"	1	5	"6,000"	Neutron	"4,500"	"1,100,000"		Command-Grade(x0.2)	"自動消耗(4:00)　Stand-Down中は自動消耗停止　防御貫通(999,999)"	鹵獲　核攻撃　EMP　機雷　修理	標的の残りHPの割合に応じて攻撃力が増加	lol
Neinzul Youngling Weasel	Neinzul Youngling Weasel	Neinzul Youngling Weasel	1		Fleet Ships	96	300	50	50	00:01	50	Energy Burst	"9,160"	1	10	"3,300"	Composite	"1,200"	"220,000"		Composite(x4)　Neutron(x4)　Polycrystal(x4)　Refractive(x4)	自動消耗(4:00)　Stand-Down中は自動消耗停止　ミサイル攻撃を自分に誘引	鹵獲　機雷　修理		lol
Neinzul Youngling Weasel Mark II	Neinzul Youngling Weasel	Neinzul Youngling Weasel	2		Fleet Ships	96	300	100	100	00:01	100	Energy Burst	"18,200"	1	10	"3,300"	Composite	"2,400"	"440,000"		Composite(x4)　Neutron(x4)　Polycrystal(x4)　Refractive(x4)	自動消耗(4:00)　Stand-Down中は自動消耗停止　ミサイル攻撃を自分に誘引	鹵獲　機雷　修理		lol
Neinzul Youngling Weasel Mark III	Neinzul Youngling Weasel	Neinzul Youngling Weasel	3		Fleet Ships	96	300	200	200	00:02	100	Energy Burst	"27,400"	1	10	"3,300"	Composite	"3,600"	"660,000"		Composite(x4)　Neutron(x4)　Polycrystal(x4)　Refractive(x4)	自動消耗(4:00)　Stand-Down中は自動消耗停止　ミサイル攻撃を自分に誘引	鹵獲　機雷　修理		lol
Neinzul Youngling Weasel Mark IV	Neinzul Youngling Weasel	Neinzul Youngling Weasel	4		Fleet Ships	96	300	300	300	00:03	100	Energy Burst	"36,400"	1	10	"3,300"	Composite	"4,800"	"880,000"		Composite(x4)　Neutron(x4)　Polycrystal(x4)　Refractive(x4)	自動消耗(4:00)　Stand-Down中は自動消耗停止　ミサイル攻撃を自分に誘引	鹵獲　機雷　修理		lol
Neinzul Youngling Weasel Mark V	Neinzul Youngling Weasel	Neinzul Youngling Weasel	5		Fleet Ships	96	300	400	400	00:04	100	Energy Burst	"45,600"	1	10	"3,300"	Composite	"6,000"	"1,100,000"		Composite(x4)　Neutron(x4)　Polycrystal(x4)　Refractive(x4)	自動消耗(4:00)　Stand-Down中は自動消耗停止　ミサイル攻撃を自分に誘引	鹵獲　核攻撃　EMP　機雷　修理		lol
Parasite	Parasite	Parasite	1		Fleet Ships	48	68	200	"1,000"	00:09	400	Shell	"4,080"	1	8	"6,000"	Ultra-Light	900	"204,000"	100	Medium(x4)　Neutron(x4)	敵艦を鹵獲　防御貫通(750)	鹵獲		lol
Parasite Mark II	Parasite	Parasite	2		Fleet Ships	48	68	400	"2,000"	00:17	800	Shell	"8,160"	1	8	"6,000"	Ultra-Light	"1,800"	"410,000"	100	Medium(x4)　Neutron(x4)	"敵艦を鹵獲　防御貫通(1,500)"	鹵獲		lol
Parasite Mark III	Parasite	Parasite	3		Fleet Ships	48	68	800	"4,000"	00:34	800	Shell	"12,200"	1	8	"6,000"	Ultra-Light	"2,700"	"616,000"	100	Medium(x4)　Neutron(x4)	"敵艦を鹵獲　防御貫通(2,250)"	鹵獲		lol
Parasite Mark IV	Parasite	Parasite	4		Fleet Ships	48	68	"1,200"	"6,000"	00:50	800	Shell	"16,200"	1	8	"6,000"	Ultra-Light	"3,600"	"820,000"	100	Medium(x4)　Neutron(x4)	"敵艦を鹵獲　防御貫通(3,000)"	鹵獲		lol
Parasite Mark V	Parasite	Parasite	5		Fleet Ships	48	68	"1,600"	"8,000"	01:07	800	Shell	"20,400"	1	8	"6,000"	Ultra-Light	"4,500"	"1,020,000"	100	Medium(x4)　Neutron(x4)	"ワープ探知　敵艦を鹵獲　防御貫通(3,750)"	鹵獲　核攻撃　EMP　機雷		lol
Raider	Raider	Raider	1		Fleet Ships	120	140	100	240	00:02	32	Laser	"2,160"	1	2	"7,100"	Ultra-Light	0	"124,000"	100	Artillery(x5)　Light(x5)　Medium(x5)　Ultra-Light(x5)		トラクタービーム　機雷		lol
Raider Mark II	Raider	Raider	2		Fleet Ships	120	140	200	500	00:05	66	Laser	"4,320"	1	2	"7,200"	Ultra-Light	0	"250,000"	100	Artillery(x5)　Light(x5)　Medium(x5)　Ultra-Light(x5)		トラクタービーム　機雷		lol
Raider Mark III	Raider	Raider	3		Fleet Ships	120	140	400	"1,000"	00:09	66	Laser	"6,480"	1	2	"7,300"	Ultra-Light	0	"374,000"	100	Artillery(x5)　Light(x5)　Medium(x5)　Ultra-Light(x5)		トラクタービーム　機雷		lol
Raider Mark IV	Raider	Raider	4		Fleet Ships	120	140	600	"1,500"	00:13	66	Laser	"8,600"	1	2	"7,400"	Ultra-Light	0	"500,000"	100	Artillery(x5)　Light(x5)　Medium(x5)　Ultra-Light(x5)		トラクタービーム　機雷		lol
Raider Mark V	Raider	Raider	5		Fleet Ships	120	140	800	"2,000"	00:17	66	Laser	"10,800"	1	2	"7,500"	Ultra-Light	0	"620,000"	100	Artillery(x5)　Light(x5)　Medium(x5)　Ultra-Light(x5)		トラクタービーム　鹵獲　核攻撃　EMP　機雷		lol
Raptor	Raptor	Raptor	1		Fleet Ships	48	316	320	800	00:07	200	Laser	"8,160"	1	3	"12,000"	Refractive	0	"156,000"	100	Artillery(x5)　Light(x5)　Refractive(x5)　Ultra-Light(x5)	"クローク機能　自動後退(範囲9,000)"	丸呑み		lol
Raptor Mark II	Raptor	Raptor	2		Fleet Ships	48	316	660	"1,600"	00:14	400	Laser	"16,200"	1	3	"12,000"	Refractive	0	"310,000"	100	Artillery(x5)　Light(x5)　Refractive(x5)　Ultra-Light(x5)	"クローク機能　自動後退(範囲9,000)"	丸呑み		lol
Raptor Mark III	Raptor	Raptor	3		Fleet Ships	48	316	"1,300"	"3,200"	00:27	400	Laser	"24,400"	1	3	"12,000"	Refractive	0	"468,000"	100	Artillery(x5)　Light(x5)　Refractive(x5)　Ultra-Light(x5)	"クローク機能　自動後退(範囲9,000)"	丸呑み		lol
Raptor Mark IV	Raptor	Raptor	4		Fleet Ships	48	316	"1,900"	"4,800"	00:40	400	Laser	"32,400"	1	3	"12,000"	Refractive	0	"620,000"	100	Artillery(x5)　Light(x5)　Refractive(x5)　Ultra-Light(x5)	"クローク機能　自動後退(範囲9,000)"	丸呑み		lol
Raptor Mark V	Raptor	Raptor	5		Fleet Ships	48	316	"2,600"	"6,600"	00:55	400	Laser	"40,800"	1	3	"12,000"	Refractive	0	"780,000"	100	Artillery(x5)　Light(x5)　Refractive(x5)　Ultra-Light(x5)	"クローク機能　自動後退(範囲9,000)"	鹵獲　丸呑み　核攻撃　EMP		lol
Saboteur	Saboteur	Saboteur	1		Fleet Ships	40	100	360	600	00:05	120	Shell	"20,000"	1	5	"5,000"	Light	0	"300,000"	100		敵艦を破壊時に爆破	鹵獲		lol
Saboteur II	Saboteur	Saboteur	2		Fleet Ships	40	100	740	"1,200"	00:10	240	Shell	"40,000"	1	5	"5,000"	Light	0	"600,000"	100		敵艦を破壊時に爆破	鹵獲		lol
Saboteur III	Saboteur	Saboteur	3		Fleet Ships	40	100	"1,480"	"2,400"	00:20	240	Shell	"60,000"	1	5	"5,000"	Light	0	"900,000"	100		敵艦を破壊時に爆破	鹵獲		lol
Saboteur IV	Saboteur	Saboteur	4		Fleet Ships	40	100	"2,200"	"3,600"	00:30	240	Shell	"80,000"	1	5	"5,000"	Light	0	"1,200,000"	100		敵艦を破壊時に爆破	鹵獲		lol
Core Saboteur	Saboteur	Saboteur	5		Fleet Ships	40	100	"2,900"	"4,800"	00:40	240	Shell	"100,000"	1	5	"5,000"	Light	0	"1,500,000"	100		敵艦を破壊時に爆破	鹵獲　核攻撃　EMP		lol
Sentinel Frigate	Sentinel Frigate	Sentinel Frigate	1		Fleet Ships	19	64	"1,600"	"2,300"	00:20	500	Energy Wave	"61,800"	1	6	"999,999,000"	Medium	300	"520,000"	"1,000"		"先進ワープ探知　自動後退(15,000)　タキオンビーム照射(射程1,000)　防御貫通(999,999)"	トラクタービーム　麻痺攻撃　即死　機雷		lol
Sentinel Frigate Mark II	Sentinel Frigate	Sentinel Frigate	2		Fleet Ships	19	64	"3,300"	"4,500"	00:38	"1,000"	Energy Wave	"123,000"	1	6	"999,999,000"	Medium	600	"1,050,000"	"1,000"		"先進ワープ探知　自動後退(15,000)　タキオンビーム照射(射程2,000)　防御貫通(999,999)"	トラクタービーム　麻痺攻撃　即死　機雷		lol
Sentinel Frigate Mark III	Sentinel Frigate	Sentinel Frigate	3		Fleet Ships	19	64	"6,500"	"9,000"	01:15	"1,000"	Energy Wave	"185,000"	1	6	"999,999,000"	Medium	900	"1,570,000"	"1,000"		"先進ワープ探知　自動後退(15,000)　タキオンビーム照射(射程3,000)　防御貫通(999,999)"	トラクタービーム　麻痺攻撃　即死　機雷		lol
Sentinel Frigate Mark IV	Sentinel Frigate	Sentinel Frigate	4		Fleet Ships	19	64	"10,000"	"13,500"	01:53	"1,000"	Energy Wave	"246,000"	1	6	"999,999,000"	Medium	"1,200"	"2,100,000"	"1,000"		"先進ワープ探知　自動後退(15,000)　タキオンビーム照射(射程4,000)　防御貫通(999,999)"	トラクタービーム　麻痺攻撃　即死　機雷		lol
Sentinel Frigate Mark V	Sentinel Frigate	Sentinel Frigate	5		Fleet Ships	19	64	"13,000"	"18,000"	02:31	"1,000"	Energy Wave	"308,000"	1	6	"999,999,000"	Medium	"1,500"	"2,600,000"	"1,000"		"先進ワープ探知　自動後退(15,000)　タキオンビーム照射(射程5,000)　防御貫通(999,999)"	トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP　機雷		lol
Shield Bearer	Shield Bearer	Shield Bearer	1		Fleet Ships	24	64	400	"1,200"	00:10	300	Laser	"12,200"	1	6	"5,000"	Heavy	0	"1,280,000"	100	Composite(x2)　Medium(x2)　Swarmer(x2)　Ultra-Light(x2)		トラクタービーム　麻痺攻撃　核攻撃　即死	周囲の味方への攻撃を肩代わりし、範囲内への敵の侵入も阻害　効果範囲はHP減少と共に縮小	lol
Shield Bearer Mark II	Shield Bearer	Shield Bearer	2		Fleet Ships	24	64	800	"2,400"	00:20	600	Laser	"24,400"	1	6	"5,500"	Heavy	0	"2,560,000"	100	Composite(x2)　Medium(x2)　Swarmer(x2)　Ultra-Light(x2)		トラクタービーム　麻痺攻撃　核攻撃　即死	周囲の味方への攻撃を肩代わりし、範囲内への敵の侵入も阻害　効果範囲はHP減少と共に縮小	lol
Shield Bearer Mark III	Shield Bearer	Shield Bearer	3		Fleet Ships	24	64	"1,600"	"5,000"	00:42	600	Laser	"36,400"	1	6	"6,000"	Heavy	0	"3,840,000"	100	Composite(x2)　Medium(x2)　Swarmer(x2)　Ultra-Light(x2)		トラクタービーム　麻痺攻撃　核攻撃　即死	周囲の味方への攻撃を肩代わりし、範囲内への敵の侵入も阻害　効果範囲はHP減少と共に縮小	lol
Shield Bearer Mark IV	Shield Bearer	Shield Bearer	4		Fleet Ships	24	64	"2,400"	"7,400"	01:02	600	Laser	"48,800"	1	6	"6,500"	Heavy	0	"5,100,000"	100	Composite(x2)　Medium(x2)　Swarmer(x2)　Ultra-Light(x2)		トラクタービーム　麻痺攻撃　核攻撃　即死	周囲の味方への攻撃を肩代わりし、範囲内への敵の侵入も阻害　効果範囲はHP減少と共に縮小	lol
Shield Bearer Mark V	Shield Bearer	Shield Bearer	5		Fleet Ships	24	64	"3,200"	"10,000"	01:24	600	Laser	"61,200"	1	6	"7,000"	Heavy	0	"6,400,000"	100	Composite(x2)　Medium(x2)　Swarmer(x2)　Ultra-Light(x2)		トラクタービーム　鹵獲　麻痺攻撃　核攻撃　即死　EMP	周囲の味方への攻撃を肩代わりし、範囲内への敵の侵入も阻害　効果範囲はHP減少と共に縮小	lol
Sniper	Sniper	Sniper	1		Fleet Ships	20	74	"3,400"	0	00:29	250	Railgun	"29,200"	1	9	"999,999,000"	Ultra-Light	0	"254,000"		Close-Combat(x6)　Command-Grade(x0.1)　Light(x6)　Medium(x6)　Polycrystal(x6)	"自動後退(範囲14,000)　防御貫通(999,999)"	機雷		lol
Sniper Mark II	Sniper	Sniper	2		Fleet Ships	20	74	"7,000"	0	00:59	500	Railgun	"58,000"	1	9	"999,999,000"	Ultra-Light	0	"510,000"		Close-Combat(x6)　Command-Grade(x0.1)　Light(x6)　Medium(x6)　Polycrystal(x6)	"自動後退(範囲14,000)　防御貫通(999,999)"	機雷		lol
Sniper Mark III	Sniper	Sniper	3		Fleet Ships	20	74	"14,000"	0	01:57	500	Railgun	"87,600"	1	9	"999,999,000"	Ultra-Light	0	"766,000"		Close-Combat(x6)　Command-Grade(x0.1)　Light(x6)　Medium(x6)　Polycrystal(x6)	"自動後退(範囲14,000)　防御貫通(999,999)"	機雷		lol
Sniper Mark IV	Sniper	Sniper	4		Fleet Ships	20	74	"21,000"	0	02:55	500	Railgun	"116,000"	1	9	"999,999,000"	Ultra-Light	0	"1,020,000"		Close-Combat(x6)　Command-Grade(x0.1)　Light(x6)　Medium(x6)　Polycrystal(x6)	"自動後退(範囲14,000)　防御貫通(999,999)"	機雷		lol
Sniper Mark V	Sniper	Sniper	5		Fleet Ships	20	74	"28,000"	0	03:54	500	Railgun	"146,000"	1	9	"999,999,000"	Ultra-Light	0	"1,270,000"		Close-Combat(x6)　Command-Grade(x0.1)　Light(x6)　Medium(x6)　Polycrystal(x6)	"自動後退(範囲14,000)　防御貫通(999,999)"	鹵獲　核攻撃　EMP　機雷		lol
Space Plane	Space Plane	Space Plane	1		Fleet Ships	172	108	150	150	00:02	58	Laser	"7,160"	1	9	"5,500"	Ultra-Light	0	"29,200"	200	Heavy(x3.2)　Light(x3.2)　Polycrystal(x3.2)　Ultra-Heavy(x3.2)	"クローク機能　レーダー妨害(3,000)"	範囲攻撃　トラクタービーム　機雷		lol
Space Plane Mark II	Space Plane	Space Plane	2		Fleet Ships	172	108	300	300	00:03	116	Laser	"14,320"	1	9	"6,000"	Ultra-Light	0	"58,600"	200	Heavy(x3.2)　Light(x3.2)　Polycrystal(x3.2)　Ultra-Heavy(x3.2)	"クローク機能　レーダー妨害(3,000)"	範囲攻撃　トラクタービーム　機雷		lol
Space Plane Mark III	Space Plane	Space Plane	3		Fleet Ships	172	108	600	600	00:05	116	Laser	"21,400"	1	9	"6,500"	Ultra-Light	0	"87,800"	200	Heavy(x3.2)　Light(x3.2)　Polycrystal(x3.2)　Ultra-Heavy(x3.2)	"クローク機能　レーダー妨害(3,000)"	範囲攻撃　トラクタービーム　機雷		lol
Space Plane Mark IV	Space Plane	Space Plane	4		Fleet Ships	172	108	900	900	00:08	116	Laser	"28,600"	1	9	"7,000"	Ultra-Light	0	"117,000"	200	Heavy(x3.2)　Light(x3.2)　Polycrystal(x3.2)　Ultra-Heavy(x3.2)	"クローク機能　レーダー妨害(3,000)"	範囲攻撃　トラクタービーム　機雷		lol
Space Plane Mark V	Space Plane	Space Plane	5		Fleet Ships	172	108	"1,200"	"1,200"	00:10	116	Laser	"35,600"	1	9	"7,500"	Ultra-Light	0	"146,000"	200	Heavy(x3.2)　Light(x3.2)　Polycrystal(x3.2)　Ultra-Heavy(x3.2)	"クローク機能　レーダー妨害(3,000)"	範囲攻撃　トラクタービーム　鹵獲　核攻撃　EMP　機雷		lol
Space Tank	Space Tank	Space Tank	1		Fleet Ships	96	44	"1,200"	200	00:10	100	Shell	"9,360"	1	9	"6,500"	Polycrystal	"1,500"	"104,000"	200	Artillery(x6)　Heavy(x6)　Polycrystal(x6)　Structural(x6)　Ultra-Heavy(x6)	防御貫通(750)			lol
Space Tank Mark II	Space Tank	Space Tank	2		Fleet Ships	96	44	"2,400"	400	00:20	200	Shell	"18,600"	1	9	"6,700"	Polycrystal	"3,000"	"208,000"	200	Artillery(x6)　Heavy(x6)　Polycrystal(x6)　Structural(x6)　Ultra-Heavy(x6)	"防御貫通(1,500)"			lol
Space Tank Mark III	Space Tank	Space Tank	3		Fleet Ships	96	44	"5,000"	800	00:42	200	Shell	"28,000"	1	9	"6,900"	Polycrystal	"4,500"	"310,000"	200	Artillery(x6)　Heavy(x6)　Polycrystal(x6)　Structural(x6)　Ultra-Heavy(x6)	"防御貫通(2,250)"			lol
Space Tank Mark IV	Space Tank	Space Tank	4		Fleet Ships	96	44	"7,400"	"1,200"	01:02	200	Shell	"37,200"	1	9	"7,100"	Polycrystal	"6,000"	"416,000"	200	Artillery(x6)　Heavy(x6)　Polycrystal(x6)　Structural(x6)　Ultra-Heavy(x6)	"防御貫通(3,000)"			lol
Space Tank Mark V	Space Tank	Space Tank	5		Fleet Ships	96	44	"10,000"	"1,600"	01:24	200	Shell	"46,800"	1	9	"7,300"	Polycrystal	"7,500"	"520,000"	200	Artillery(x6)　Heavy(x6)　Polycrystal(x6)　Structural(x6)　Ultra-Heavy(x6)	"防御貫通(3,750)"	鹵獲　核攻撃　EMP		lol
Spider Bot	Spider Bot	Spider Bot	1		Fleet Ships	96	72	0	240	00:02	30	Shell	"4,080"	1	5	"10,000"	Light	300	"102,000"	100	Close-Combat(x6)　Light(x6)　Swarmer(x6)　Ultra-Light(x6)	エンジンダメージ(60)			lol
Spider Bot Mark II	Spider Bot	Spider Bot	2		Fleet Ships	96	72	0	500	00:05	60	Shell	"8,160"	1	5	"10,000"	Light	600	"204,000"	100	Close-Combat(x6)　Light(x6)　Swarmer(x6)　Ultra-Light(x6)	エンジンダメージ(120)			lol
Spider Bot Mark III	Spider Bot	Spider Bot	3		Fleet Ships	96	72	0	"1,000"	00:09	60	Shell	"12,200"	1	5	"10,000"	Light	900	"308,000"	100	Close-Combat(x6)　Light(x6)　Swarmer(x6)　Ultra-Light(x6)	エンジンダメージ(180)			lol
Spider Bot Mark IV	Spider Bot	Spider Bot	4		Fleet Ships	96	72	0	"1,500"	00:13	60	Shell	"16,200"	1	5	"10,000"	Light	"1,200"	"410,000"	100	Close-Combat(x6)　Light(x6)　Swarmer(x6)　Ultra-Light(x6)	エンジンダメージ(240)			lol
Spider Bot Mark V	Spider Bot	Spider Bot	5		Fleet Ships	96	72	0	"2,000"	00:17	60	Shell	"20,400"	1	5	"10,000"	Light	"1,500"	"510,000"	100	Close-Combat(x6)　Light(x6)　Swarmer(x6)　Ultra-Light(x6)	エンジンダメージ(300)	鹵獲　核攻撃　EMP		lol
Spire Armor Rotter	Spire Armor Rotter	Spire Armor Rotter	1		Fleet Ships	48	72	900	"1,800"	00:15	250	Energy Burst	"4,880"	1	2	"7,000"	Medium	0	"328,000"	"100,000"	Heavy(x3)　Polycrystal(x3)　Ultra-Heavy(x3)	"防御貫通(999,999)　敵の防御力を攻撃ごとに低下(5,000)"	鹵獲　麻痺攻撃		lol
Spire Armor Rotter Mark II	Spire Armor Rotter	Spire Armor Rotter	2		Fleet Ships	48	72	"1,800"	"3,600"	00:30	500	Energy Burst	"9,800"	1	2	"7,000"	Medium	0	"656,000"	"100,000"	Heavy(x3)　Polycrystal(x3)　Ultra-Heavy(x3)	"防御貫通(999,999)　敵の防御力を攻撃ごとに低下(10,000)"	鹵獲　麻痺攻撃		lol
Spire Armor Rotter Mark III	Spire Armor Rotter	Spire Armor Rotter	3		Fleet Ships	48	72	"3,600"	"7,000"	00:59	500	Energy Burst	"14,600"	1	2	"7,000"	Medium	0	"980,000"	"100,000"	Heavy(x3)　Polycrystal(x3)　Ultra-Heavy(x3)	"防御貫通(999,999)　敵の防御力を攻撃ごとに低下(15,000)"	鹵獲　麻痺攻撃		lol
Spire Armor Rotter Mark IV	Spire Armor Rotter	Spire Armor Rotter	4		Fleet Ships	48	72	"5,400"	"10,800"	01:30	500	Energy Burst	"19,600"	1	2	"7,000"	Medium	0	"1,310,000"	"100,000"	Heavy(x3)　Polycrystal(x3)　Ultra-Heavy(x3)	"防御貫通(999,999)　敵の防御力を攻撃ごとに低下(20,000)"	鹵獲　麻痺攻撃		lol
Spire Armor Rotter Mark V	Spire Armor Rotter	Spire Armor Rotter	5		Fleet Ships	48	72	"7,000"	"14,000"	01:57	500	Energy Burst	"24,400"	1	2	"7,000"	Medium	0	"1,640,000"	"100,000"	Heavy(x3)　Polycrystal(x3)　Ultra-Heavy(x3)	"防御貫通(999,999)　敵の防御力を攻撃ごとに低下(25,000)"	鹵獲　麻痺攻撃　核攻撃　EMP		lol
Spire Blade Spawner	Spire Blade Spawner	Spire Blade Spawner	1		Fleet Ships	5	76	"8,000"	"8,000"	01:07	500	Shell	"2,000"	9	2	"6,000"	Medium	0	"1,050,000"	"100,000"			鹵獲　麻痺攻撃　即死　クローク付加	2秒ごとにSpire Bladeを射出	lol
Spire Blade Spawner	Spire Blade Spawner	Spire Blade Spawner	2		Fleet Ships	5	76	"16,000"	"16,000"	02:14	"1,000"	Shell	"4,000"	9	2	"6,000"	Medium	0	"2,100,000"	"100,000"			鹵獲　麻痺攻撃　即死　クローク付加	2秒ごとにSpire Blade Mark IIを射出	lol
Spire Blade Spawner	Spire Blade Spawner	Spire Blade Spawner	3		Fleet Ships	5	76	"32,000"	"32,000"	04:27	"1,000"	Shell	"6,000"	9	2	"6,000"	Medium	0	"3,150,000"	"100,000"			鹵獲　麻痺攻撃　即死　クローク付加	2秒ごとにSpire Blade Mark IIIを射出	lol
Spire Blade Spawner	Spire Blade Spawner	Spire Blade Spawner	4		Fleet Ships	5	76	"48,000"	"48,000"	06:40	"1,000"	Shell	"8,000"	9	2	"6,000"	Medium	0	"4,200,000"	"100,000"			鹵獲　麻痺攻撃　即死　クローク付加	2秒ごとにSpire Blade Mark IVを射出	lol
Spire Blade Spawner Mark V	Spire Blade Spawner	Spire Blade Spawner	5		Fleet Ships	5	76	"64,000"	"64,000"	08:54	"1,000"	Shell	"10,000"	9	2	"6,000"	Medium	0	"5,200,000"	"100,000"			鹵獲　麻痺攻撃　核攻撃　即死　EMP　クローク付加	2秒ごとにSpire Blade Mark Vを射出	lol
Spire Blade	Spire Blade Spawner	Spire Blade	1		Fleet Ships	1	"1,220"	"50,000"	"50,000"	06:57	0	Blades	"100,000"	1	1	0	Close-Combat	"40,000"	"30,000"			"自動消耗(0:15)　Stand-Down中は自動消耗停止　自動攻撃(範囲2,000,000,000)　ワームホール使用不可　防御貫通(999,999)　攻撃時に自分にもダメージ"	Dark Matter弾　Fusion Cutter攻撃　速度強化　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド　即死　修理	操作不可	lol
Spire Blade Mark II	Spire Blade Spawner	Spire Blade	2		Fleet Ships	1	"1,220"	"50,000"	"50,000"	06:57	0	Blades	"200,000"	1	1	0	Close-Combat	"40,000"	"60,000"			"自動消耗(0:15)　Stand-Down中は自動消耗停止　自動攻撃(範囲2,000,000,000)　ワームホール使用不可　防御貫通(999,999)　攻撃時に自分にもダメージ"	Dark Matter弾　Fusion Cutter攻撃　速度強化　トラクタービーム　鹵獲　麻痺攻撃　フォースフィールド　即死　修理	操作不可	lol
